* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 03-02-2017
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 03-02-2017
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = No
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = TAQMAN
* Date Created = 2018-09-28 13:20:39 PM PDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Users\INSTR-ADMIN\experiments\Nash\20180801_NS_moteLH09.eds
* Experiment Name = 20180801_NS_moteLH09
* Experiment Run End Time = 2018-08-01 10:16:37 AM PDT
* Experiment Type = Standard Curve
* Instrument Name =       172310454
* Instrument Serial Number = 172310454
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	DRNMIN
31	C7	false	21-02B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
31	C7	false	21-02B-T2	D	UNKNOWN	FAM	NFQ-MGB	25.303	25.547	0.344								false	0.010	true	3	24	Amp		0.519	Y	N	N	N	N
32	C8	false	21-02B-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
32	C8	false	21-02B-T2	D	UNKNOWN	FAM	NFQ-MGB	25.790	25.547	0.344								false	0.010	true	3	25	Amp		0.471	Y	N	N	N	N
33	C9	false	21-37A-T2	Ssid	UNKNOWN	SYBR	None	23.997	23.996	0.001								false	0.010	true	3	23	Amp		0.629	Y	N	N	N	N
34	C10	false	21-37A-T2	Ssid	UNKNOWN	SYBR	None	23.995	23.996	0.001								false	0.010	true	3	23	Amp		0.612	Y	N	N	N	N
35	C11	false	21-37A-T2	C	UNKNOWN	VIC	NFQ-MGB	39.061	39.061									false	0.010	true	3	35	Inconclusive		0.000	Y	N	N	Y	N
35	C11	false	21-37A-T2	D	UNKNOWN	FAM	NFQ-MGB	27.668	27.108	0.793								false	0.010	true	3	26	Amp		0.443	Y	N	Y	N	N
36	C12	false	21-37A-T2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.061									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N
36	C12	false	21-37A-T2	D	UNKNOWN	FAM	NFQ-MGB	26.547	27.108	0.793								false	0.010	true	3	25	Amp		0.495	Y	N	Y	N	N
37	D1	false	25-18A-T2	Ssid	UNKNOWN	SYBR	None	23.801	23.602	0.281								false	0.010	true	3	22	Amp		0.584	Y	N	N	N	N
38	D2	false	25-18A-T2	Ssid	UNKNOWN	SYBR	None	23.404	23.602	0.281								false	0.010	true	3	22	Amp		0.489	Y	N	N	N	N
39	D3	false	25-18A-T2	C	UNKNOWN	VIC	NFQ-MGB	35.063	33.880	1.673								false	0.010	true	3	34	Amp		0.837	N	N	Y	N	N
