* Block Type = 96-Well 0.1-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 03-02-2017
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 03-02-2017
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 03-02-2017
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 03-02-2017
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 03-02-2017
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 03-02-2017
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 03-02-2017
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 03-02-2017
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 03-02-2017
* Calibration ROI is expired  = No
* Calibration ROI performed on = 03-02-2017
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 03-02-2017
* Chemistry = TAQMAN
* Date Created = 2018-09-28 13:17:51 PM PDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = D:\Users\INSTR-ADMIN\experiments\Nash\20180720_NS_moteLH04.eds
* Experiment Name = NS_20180720_moteLH04
* Experiment Run End Time = 2018-07-20 12:35:51 PM PDT
* Experiment Type = Standard Curve
* Instrument Name =       172310454
* Instrument Serial Number = 172310454
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	HIGHSD	EXPFAIL	NOAMP
75	G3	false	25-30B-T0	D	UNKNOWN	FAM	NFQ-MGB	29.266	29.161	0.150								false	0.010	true	3	28	Amp		0.750	Y	N	N	N
76	G4	false	25-30B-T0	C	UNKNOWN	VIC	NFQ-MGB	31.049	30.809	0.340								false	0.010	true	3	30	Amp		0.862	N	N	N	N
76	G4	false	25-30B-T0	D	UNKNOWN	FAM	NFQ-MGB	29.055	29.161	0.150								false	0.010	true	3	28	Amp		0.628	Y	N	N	N
77	G5	false	26-08A-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
78	G6	false	26-08A-T0	Ssid	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
79	G7	false	26-08A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
79	G7	false	26-08A-T0	D	UNKNOWN	FAM	NFQ-MGB	28.872	28.688	0.260								false	0.010	true	3	27	Amp		0.527	Y	N	N	N
80	G8	false	26-08A-T0	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	N	Y	Y
80	G8	false	26-08A-T0	D	UNKNOWN	FAM	NFQ-MGB	28.504	28.688	0.260								false	0.010	true	3	27	Amp		0.495	Y	N	N	N
81	G9	false	+(25-15A-T0)	Ssid	UNKNOWN	SYBR	None	19.026	19.421	0.558								false	0.010	true	3	17	Amp		0.341	Y	Y	N	N
82	G10	false	+(25-15A-T0)	Ssid	UNKNOWN	SYBR	None	19.815	19.421	0.558								false	0.010	true	3	19	Amp		0.530	Y	Y	N	N
83	G11	false	+(25-15A-T0)	C	UNKNOWN	VIC	NFQ-MGB	28.455	28.704	0.352								false	0.010	true	3	27	Amp		0.888	N	N	N	N
83	G11	false	+(25-15A-T0)	D	UNKNOWN	FAM	NFQ-MGB	26.102	26.471	0.522								false	0.010	true	3	25	Amp		0.437	Y	Y	N	N
